46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,13,14,14,14,14,14,14,14,14,14,14,15,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,10,11,11,11,11,11,11,11,11,11,11,12,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,5,5,5,5,26,27,27,27,27,27,27,27,27,27,27,28,30,31,30,31,16,17,17,17,17,17,17,18,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,5,5,5,5,26,38,38,27,27,27,27,27,27,38,38,28,46,47,46,47,13,14,14,14,14,14,14,15,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,5,5,6,6,26,27,27,27,55,56,27,27,27,27,27,28,46,47,46,47,13,14,14,14,14,14,14,15,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,5,5,6,6,1,2,2,2,57,58,2,2,2,2,2,22,62,63,62,63,10,11,11,11,11,11,11,12,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,26,27,27,27,27,27,27,28,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,26,27,27,27,27,38,38,28,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,26,27,55,56,27,27,27,28,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,1,2,57,58,2,2,2,22,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,92,76,76,76,76,76,76,76,76,76,76,76
46,47,46,47,46,47,46,47,46,47,46,47,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
46,47,46,47,46,47,46,47,46,47,46,47,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
62,63,62,63,62,63,62,63,62,63,62,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
44,44,44,44,44,44,44,44,44,45,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
60,60,60,60,60,60,60,60,60,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
60,60,60,60,60,60,60,60,60,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
76,76,76,76,76,76,76,76,76,77,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,61,20,20,20,20,20,20,20,20,20,20,20
30,31,30,31,30,31,30,31,30,31,30,31,16,17,17,17,17,17,17,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,10,11,11,11,11,11,11,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,62,63,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,26,27,55,56,27,27,27,28,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,30,31,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,1,2,57,58,2,2,2,22,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,16,17,17,17,17,17,17,18,6,6,6,6,5,5,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,62,63,5,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,10,11,11,11,11,11,11,12,6,6,6,6,5,5,62,63,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,30,31,3,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,26,27,55,56,27,27,27,28,6,6,6,6,5,5,30,31,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,1,2,57,58,2,2,2,22,6,6,6,6,5,5,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,62,63,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,30,31,30,31,30,31,30,31,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,30,31,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31,30,31
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47,46,47
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
