142,143,140,141,142,143,140,141,142,143,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,0,1,0,1,8,9,10,11,10,11,10,11,12,13,0,1,0,1,0,1,0,1,0,1,8,9,10,11,10,11,10,11,12,13,0,1,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,34,35,34,35,42,43,44,45,44,45,44,45,46,47,34,35,34,35,34,35,34,35,34,35,42,43,44,45,44,45,44,45,46,47,34,35,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,76,77,78,79,78,79,78,79,80,81,0,1,0,1,0,1,0,1,0,1,76,77,78,79,78,79,78,79,80,81,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,110,111,112,113,112,113,112,113,114,115,34,35,34,35,34,35,34,35,34,35,110,111,112,113,112,113,112,113,114,115,34,35,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,0,1,0,1,144,145,146,147,146,147,146,147,148,149,0,1,0,1,0,1,0,1,0,1,144,145,146,147,146,147,146,147,148,149,0,1,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,34,35,34,35,178,179,180,181,180,181,180,181,182,183,34,35,34,35,34,35,34,35,34,35,178,179,180,181,181,180,180,181,182,183,34,35,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,212,213,214,213,214,213,214,213,214,215,0,1,0,1,0,1,0,1,0,1,212,213,214,213,214,213,214,213,214,215,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,246,119,120,121,122,247,254,255,247,249,34,35,34,35,34,35,34,35,34,35,246,247,254,255,247,119,120,121,122,249,34,35,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,2,3,0,1,280,153,154,155,156,281,288,289,281,283,0,1,0,1,0,1,0,1,0,1,280,281,288,289,281,153,154,155,156,283,2,3,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,36,37,34,35,314,187,188,189,190,315,322,323,315,317,34,35,34,35,34,35,34,35,34,35,314,315,322,323,315,187,188,189,190,317,36,37,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,2,3,0,1,0,1,0,1,70,71,0,1,0,1,0,1,0,1,0,1,0,1,0,1,70,71,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,36,37,34,35,34,35,34,35,104,105,34,35,34,35,34,35,34,35,34,35,34,35,34,35,104,105,34,35,34,35,34,35,34,35,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,2,3,0,1,2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,3,0,1,2,3,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,36,37,34,35,36,37,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,36,37,34,35,36,37,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,0,1,0,1,90,91,224,225,226,227,91,92,93,94,91,92,93,95,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,34,35,34,35,124,125,258,259,260,261,128,128,128,128,128,128,128,129,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,158,159,292,293,294,295,159,159,159,159,159,159,159,197,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,192,193,326,327,328,329,159,159,159,159,159,159,159,197,34,35,34,35,34,35,34,35,34,35,34,35,34,35,32,33,32,33,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,0,1,0,1,192,159,159,159,159,159,159,159,159,159,159,159,159,163,0,1,0,1,0,1,0,1,0,1,0,1,0,1,66,67,66,67,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,34,35,34,35,192,159,159,159,159,159,159,159,159,159,159,159,159,197,34,35,34,35,34,35,34,35,34,35,34,35,34,35,106,107,108,109,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,228,229,230,229,230,229,230,229,230,229,230,229,230,231,0,1,0,1,0,1,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,266,267,270,271,270,271,268,263,256,257,263,267,268,269,34,35,34,35,34,35,34,35,34,35,32,33,32,33,174,175,176,177,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,0,1,0,1,300,301,304,305,304,305,302,297,290,291,297,301,302,303,0,1,0,1,0,1,0,1,0,1,66,67,66,67,208,209,210,211,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,34,35,34,35,334,335,338,339,338,339,336,331,324,325,331,335,336,337,34,35,34,35,34,35,34,35,34,35,106,107,108,109,242,243,244,245,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,0,1,0,1,2,3,2,3,2,3,0,1,70,71,0,1,0,1,0,1,0,1,0,1,0,1,0,1,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,34,35,34,35,36,37,36,37,36,37,34,35,104,105,34,35,34,35,34,35,34,35,34,35,34,35,34,35,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,66,67,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,106,107,108,109,106,107,108,109,106,107,108,109,106,107,108,109,106,107,108,109,106,107,108,109,106,107,108,109,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175
210,211,208,209,210,211,208,209,210,211,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209
244,245,242,243,244,245,242,243,244,245,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,208,209,210,211,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243
142,143,140,141,142,143,140,141,142,143,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,242,243,244,245,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141
176,177,174,175,176,177,174,175,176,177,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,140,141,142,143,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175
